Date,SPY,AMZN
18/11/2021,452.311615,184.802994
19/11/2021,451.502716,183.828506
22/11/2021,450.231689,178.628494
23/11/2021,450.828705,179.001999
24/11/2021,452.032349,179.020493
26/11/2021,441.950592,175.227997
29/11/2021,447.371826,178.078506
30/11/2021,438.667053,175.3535
1/12/2021,433.794678,172.186005
2/12/2021,440.438812,171.867996
3/12/2021,436.606445,169.489502
6/12/2021,441.777283,171.3685
7/12/2021,450.915405,176.164505
8/12/2021,452.109344,176.158005
9/12/2021,449.056946,174.171005
10/12/2021,453.284119,172.212006
13/12/2021,449.268829,169.567505
14/12/2021,446.177795,169.091507
15/12/2021,453.149292,173.315002
16/12/2021,449.153229,168.871002
17/12/2021,444.372894,170.017502
20/12/2021,439.647705,167.078995
21/12/2021,447.455444,170.417007
22/12/2021,451.929443,171.037003
23/12/2021,454.741333,171.068497
27/12/2021,461.176971,169.669495
28/12/2021,460.800049,170.660995
29/12/2021,461.389526,169.201004
30/12/2021,460.114014,168.644501
31/12/2021,458.954407,166.716995
3/01/2022,461.611725,170.404495
4/01/2022,461.457123,167.522003
5/01/2022,452.596191,164.356995
6/01/2022,452.171021,163.253998
7/01/2022,450.383331,162.554001
10/01/2022,449.822906,161.485992
11/01/2022,453.919983,165.362
12/01/2022,455.147186,165.207001
13/01/2022,448.875854,161.214005
14/01/2022,449.059509,162.138
18/01/2022,441.106842,158.917496
19/01/2022,436.52655,156.298996
20/01/2022,431.695038,151.667496
21/01/2022,423.220612,142.643005
24/01/2022,425.017914,144.544006
25/01/2022,419.828857,139.985992
26/01/2022,418.775604,138.872498
27/01/2022,416.707764,139.637497
28/01/2022,427.056793,143.977997
31/01/2022,434.748566,149.573502
1/02/2022,437.686127,151.193497
2/02/2022,441.937866,150.612503
3/02/2022,431.55014,138.845505
4/02/2022,433.579407,157.639496
7/02/2022,432.187927,157.935501
8/02/2022,435.743835,161.413498
9/02/2022,442.12149,161.189499
10/02/2022,434.178467,159.003494
11/02/2022,425.617035,153.293503
14/02/2022,424.225555,155.167007
15/02/2022,431.066986,156.510498
16/02/2022,431.55014,158.100494
17/02/2022,422.331635,154.652496
18/02/2022,419.596985,152.601501
22/02/2022,415.093994,150.197495
23/02/2022,407.730835,144.826996
24/02/2022,413.866821,151.358002
25/02/2022,422.998352,153.788498
28/02/2022,421.916077,153.563004
1/03/2022,415.490204,151.141998
2/03/2022,423.133667,152.052505
3/03/2022,421.02713,147.898499
4/03/2022,417.606354,145.641006
7/03/2022,405.295715,137.453003
8/03/2022,402.22287,136.014496
9/03/2022,413.006836,139.279007
10/03/2022,411.141876,146.817505
11/03/2022,405.914154,145.524506
14/03/2022,402.947632,141.852997
15/03/2022,411.808624,147.366501
16/03/2022,420.940125,153.104004
17/03/2022,426.206482,157.238998
18/03/2022,430.874634,161.250504
21/03/2022,430.748657,161.491501
22/03/2022,435.789001,164.889008
23/03/2022,430.176727,163.408005
24/03/2022,436.661377,163.649506
25/03/2022,438.793854,164.773499
28/03/2022,441.915009,168.990494
29/03/2022,447.381897,169.315002
30/03/2022,444.619385,166.300995
31/03/2022,437.776093,162.997498
1/04/2022,439.016846,163.559998
4/04/2022,442.777618,168.346497
5/04/2022,437.184784,164.054993
6/04/2022,432.813232,158.755997
